交易 #,类型,信号,日期/时间,价格 USD,当前仓位类型,持有BTC数量,当前总资产USD,当前持有信号,备注
1,进场,tempeture_index,2015-02-15,256.66,现货,3.8962050962362653,1000.0,tempeture_index,切换为现货(1 signal)
1,出场,Close entry(s) order tempeture_index,2015-03-17,292.36,空仓,0,1139.0945219356345,,全部平仓为空仓
2,进场,tempeture_index,2015-04-06,261.49,现货,4.356168579814273,1139.0945219356345,tempeture_index,切换为现货(1 signal)
2,出场,Close entry(s) order tempeture_index,2015-04-10,244.46,空仓,0,1064.9089710213973,,全部平仓为空仓
3,进场,tempeture_index,2015-04-24,235.95,现货,4.513282352283947,1064.9089710213973,tempeture_index,切换为现货(1 signal)
3,出场,Close entry(s) order tempeture_index,2015-04-26,227.05,空仓,0,1024.7407580860702,,全部平仓为空仓
4,进场,tempeture_index,2015-05-01,236.78,现货,4.327818050874526,1024.7407580860702,tempeture_index,切换为现货(1 signal)
4,出场,Close entry(s) order tempeture_index,2015-05-06,236.76,空仓,0,1024.6542017250526,,全部平仓为空仓
5,进场,tempeture_index,2015-05-12,242.74,现货,4.2212004685056135,1024.6542017250526,tempeture_index,切换为现货(1 signal)
5,出场,Close entry(s) order tempeture_index,2015-05-14,236.93,空仓,0,1000.129027003035,,全部平仓为空仓
6,进场,tempeture_index,2015-05-25,240.68,现货,4.155430559261405,1000.129027003035,tempeture_index,切换为现货(1 signal)
6,出场,Close entry(s) order tempeture_index,2015-05-30,236.89,空仓,0,984.3799451834342,,全部平仓为空仓
7,进场,tempeture_index,2015-06-12,229.68,现货,4.285875762728292,984.3799451834341,tempeture_index,切换为现货(1 signal)
1,进场,120_ma,2015-06-17,251.88,一倍合约,4.285875762728292,1079.526387116002,"120_ma,tempeture_index",切换为一倍合约
7,出场,Close entry(s) order tempeture_index,2015-06-24,244.54,现货,4.1609816540319855,1017.5264536769816,120_ma,切换为现货(1 signal)
1,出场,Close entry(s) order 120_ma,2015-06-25,240.14,空仓,0,999.218134399241,,全部平仓为空仓
2,进场,120_ma,2015-06-28,251.46,现货,3.9736663262516543,999.218134399241,120_ma,切换为现货(1 signal)
1,进场,ADX,2015-06-28,251.46,一倍合约,3.9736663262516543,999.218134399241,"120_ma,ADX",切换为一倍合约
8,进场,tempeture_index,2015-07-01,263.83,两倍合约,4.169141759544157,1099.944670420535,"120_ma,ADX,tempeture_index",切换为两倍合约
8,出场,Close entry(s) order tempeture_index,2015-07-16,285.7,一倍合约,4.860337834905039,1388.5985194323696,"120_ma,ADX",切换为一倍合约
9,进场,tempeture_index,2015-07-27,293.88,两倍合约,4.999496265039877,1469.251962369919,"120_ma,ADX,tempeture_index",切换为两倍合约
9,出场,Close entry(s) order tempeture_index,2015-07-31,288.49,一倍合约,4.81610654904311,1389.398578333447,"120_ma,ADX",切换为一倍合约
1,出场,Close entry(s) order ADX,2015-08-08,280.06,现货,4.675374536812415,1309.385392779685,120_ma,切换为现货(1 signal)
2,进场,ADX,2015-08-09,262.02,一倍合约,4.675374536812415,1225.0416361355888,"120_ma,ADX",切换为一倍合约
2,出场,Close entry(s) order 120_ma,2015-08-19,221.99,现货,3.96109607444847,879.3237175668158,ADX,切换为现货(1 signal)
2,出场,Close entry(s) order ADX,2015-08-19,221.99,空仓,0,879.3237175668158,,全部平仓为空仓
10,进场,tempeture_index,2015-09-05,231.43,现货,3.799523473909242,879.3237175668158,tempeture_index,切换为现货(1 signal)
10,出场,Close entry(s) order tempeture_index,2015-09-13,236.5,空仓,0,898.5873015795357,,全部平仓为空仓
11,进场,tempeture_index,2015-09-26,235.88,现货,3.8095103509391883,898.5873015795357,tempeture_index,切换为现货(1 signal)
3,进场,120_ma,2015-10-17,263.45,一倍合约,3.8095103509391883,1003.6155019549291,"120_ma,tempeture_index",切换为一倍合约
3,进场,ADX,2015-10-19,265,两倍合约,3.8319234883237234,1015.4597244057867,"120_ma,ADX,tempeture_index",切换为两倍合约
11,出场,Close entry(s) order tempeture_index,2015-11-09,373.84,一倍合约,6.979595582430546,2609.252012535835,"120_ma,ADX",切换为一倍合约
12,进场,tempeture_index,2015-11-27,352.56,两倍合约,6.582297824046954,2320.654920845994,"120_ma,ADX,tempeture_index",切换为两倍合约
12,出场,Close entry(s) order tempeture_index,2015-12-05,363.98,一倍合约,7.008720794041373,2551.0341946151793,"120_ma,ADX",切换为一倍合约
13,进场,tempeture_index,2015-12-06,388.03,两倍合约,7.471822434507044,2899.291259261768,"120_ma,ADX,tempeture_index",切换为两倍合约
13,出场,Close entry(s) order tempeture_index,2015-12-21,442.36,一倍合约,9.564156083280428,4230.800084999931,"120_ma,ADX",切换为一倍合约
3,出场,Close entry(s) order ADX,2016-01-04,431.9,现货,9.33800301195591,4033.0835008637578,120_ma,切换为现货(1 signal)
14,进场,tempeture_index,2016-01-08,459.07,一倍合约,9.33800301195591,4286.797042698599,"120_ma,tempeture_index",切换为一倍合约
14,出场,Close entry(s) order tempeture_index,2016-01-11,449.99,现货,9.153305542401029,4118.895961025039,120_ma,切换为现货(1 signal)
15,进场,tempeture_index,2016-02-14,391,一倍合约,9.153305542401029,3578.942467078802,"120_ma,tempeture_index",切换为一倍合约
15,出场,Close entry(s) order tempeture_index,2016-03-03,420.44,现货,9.842495606770047,4138.178852910399,120_ma,切换为现货(1 signal)
16,进场,tempeture_index,2016-03-17,416.06,一倍合约,9.842495606770047,4095.068722152746,"120_ma,tempeture_index",切换为一倍合约
16,出场,Close entry(s) order tempeture_index,2016-03-30,416.4,现货,9.850538794065873,4101.764353849029,120_ma,切换为现货(1 signal)
17,进场,tempeture_index,2016-04-13,427.8,一倍合约,9.850538794065873,4214.0604961013805,"120_ma,tempeture_index",切换为一倍合约
17,出场,Close entry(s) order tempeture_index,2016-04-29,451.67,现货,10.400170306488391,4697.444922331611,120_ma,切换为现货(1 signal)
18,进场,tempeture_index,2016-05-07,462.31,一倍合约,10.400170306488391,4808.102734392648,"120_ma,tempeture_index",切换为一倍合约
18,出场,Close entry(s) order tempeture_index,2016-05-20,437.91,现货,9.851265555394285,4313.967699362712,120_ma,切换为现货(1 signal)
19,进场,tempeture_index,2016-05-27,454.97,一倍合约,9.851265555394285,4482.030289737738,"120_ma,tempeture_index",切换为一倍合约
4,进场,ADX,2016-06-06,575.17,两倍合约,12.453903355157768,7163.111592786093,"120_ma,ADX,tempeture_index",切换为两倍合约
19,出场,Close entry(s) order tempeture_index,2016-06-22,667.88,一倍合约,16.468721165741343,10999.129492175329,"120_ma,ADX",切换为一倍合约
4,出场,Close entry(s) order ADX,2016-07-01,673.5,现货,16.607300271196614,11185.01673265092,120_ma,切换为现货(1 signal)
20,进场,tempeture_index,2016-07-03,705.25,一倍合约,16.607300271196614,11712.298516261411,"120_ma,tempeture_index",切换为一倍合约
20,出场,Close entry(s) order tempeture_index,2016-07-08,641.97,现货,15.117176256788502,9704.773641570515,120_ma,切换为现货(1 signal)
21,进场,tempeture_index,2016-07-18,680,一倍合约,15.1171762567885,10279.67985461618,"120_ma,tempeture_index",切换为一倍合约
21,出场,Close entry(s) order tempeture_index,2016-07-23,654.7,现货,14.554728375469754,9528.980667420048,120_ma,切换为现货(1 signal)
3,出场,Close entry(s) order 120_ma,2016-08-03,538.8,空仓,0,7842.087648703103,,全部平仓为空仓
4,进场,120_ma,2016-08-04,573.35,现货,13.677662245928495,7842.087648703103,120_ma,切换为现货(1 signal)
5,进场,ADX,2016-08-04,573.35,一倍合约,13.677662245928495,7842.087648703103,"120_ma,ADX",切换为一倍合约
4,出场,Close entry(s) order 120_ma,2016-08-16,567.85,现货,13.546455928055282,7692.354998746192,ADX,切换为现货(1 signal)
5,出场,Close entry(s) order ADX,2016-08-16,567.85,空仓,0,7692.354998746192,,全部平仓为空仓
22,进场,tempeture_index,2016-08-23,585.19,现货,13.145055449932828,7692.354998746192,tempeture_index,切换为现货(1 signal)
22,出场,Close entry(s) order tempeture_index,2016-08-25,578.68,空仓,0,7606.780687767128,,全部平仓为空仓
23,进场,tempeture_index,2016-09-04,600.93,现货,12.658347374514717,7606.780687767128,tempeture_index,切换为现货(1 signal)
5,进场,120_ma,2016-09-04,600.93,一倍合约,12.658347374514717,7606.780687767128,"120_ma,tempeture_index",切换为一倍合约
6,进场,ADX,2016-09-07,612.99,两倍合约,12.91238639625876,7915.163737042658,"120_ma,ADX,tempeture_index",切换为两倍合约
23,出场,Close entry(s) order tempeture_index,2016-09-13,606.86,一倍合约,12.654134455414486,7679.288035612835,"120_ma,ADX",切换为一倍合约
6,出场,Close entry(s) order ADX,2016-09-17,607.95,现货,12.676862937364858,7706.898822770966,120_ma,切换为现货(1 signal)
5,出场,Close entry(s) order 120_ma,2016-09-20,608.6,空仓,0,7715.138783680252,,全部平仓为空仓
24,进场,tempeture_index,2016-09-29,604.96,现货,12.753138692938792,7715.138783680252,tempeture_index,切换为现货(1 signal)
6,进场,120_ma,2016-10-12,642.3,一倍合约,12.753138692938792,8191.340982474586,"120_ma,tempeture_index",切换为一倍合约
7,进场,ADX,2016-10-18,639.56,两倍合约,12.698734831785668,8121.602849016841,"120_ma,ADX,tempeture_index",切换为两倍合约
24,出场,Close entry(s) order tempeture_index,2016-10-20,629.79,一倍合约,12.310759851153527,7753.19344665798,"120_ma,ADX",切换为一倍合约
7,出场,Close entry(s) order ADX,2016-10-20,629.79,现货,12.310759851153527,7753.19344665798,120_ma,切换为现货(1 signal)
8,进场,ADX,2016-10-25,649.98,一倍合约,12.310759851153527,8001.74768805277,"120_ma,ADX",切换为一倍合约
25,进场,tempeture_index,2016-10-26,654.3,两倍合约,12.392581572678777,8108.466123003724,"120_ma,ADX,tempeture_index",切换为两倍合约
25,出场,Close entry(s) order tempeture_index,2016-11-06,706.98,一倍合约,14.388122447655757,10172.114808043667,"120_ma,ADX",切换为一倍合约
26,进场,tempeture_index,2016-11-17,738.07,两倍合约,15.020851417213054,11086.43980550244,"120_ma,ADX,tempeture_index",切换为两倍合约
8,出场,Close entry(s) order ADX,2016-11-22,736.39,一倍合约,14.952470287019661,11010.849594658408,"120_ma,tempeture_index",切换为一倍合约
26,出场,Close entry(s) order tempeture_index,2016-11-24,741.51,现货,15.056432383014366,11164.495176328983,120_ma,切换为现货(1 signal)
27,进场,tempeture_index,2016-12-01,742.51,一倍合约,15.056432383014368,11179.551608711998,"120_ma,tempeture_index",切换为一倍合约
9,进场,ADX,2016-12-17,780.85,两倍合约,15.833881329917132,12363.886236465793,"120_ma,ADX,tempeture_index",切换为两倍合约
27,出场,Close entry(s) order tempeture_index,2017-01-07,895.78,一倍合约,20.49492501627783,18358.943931081354,"120_ma,ADX",切换为一倍合约
9,出场,Close entry(s) order ADX,2017-01-21,894.31,现货,20.46129227188308,18298.738291667756,120_ma,切换为现货(1 signal)
28,进场,tempeture_index,2017-01-22,925.06,一倍合约,20.46129227188308,18927.923029028163,"120_ma,tempeture_index",切换为一倍合约
28,出场,Close entry(s) order tempeture_index,2017-01-25,887,现货,19.61944765221747,17402.450067516897,120_ma,切换为现货(1 signal)
29,进场,tempeture_index,2017-02-01,970.01,一倍合约,19.61944765221747,19031.060417127468,"120_ma,tempeture_index",切换为一倍合约
10,进场,ADX,2017-02-10,993.58,两倍合约,20.09617508921582,19967.157645143056,"120_ma,ADX,tempeture_index",切换为两倍合约
29,出场,Close entry(s) order tempeture_index,2017-02-11,"1,001.88",一倍合约,20.431927123758566,20470.339146751234,"120_ma,ADX",切换为一倍合约
10,出场,Close entry(s) order ADX,2017-02-11,"1,001.88",现货,20.431927123758566,20470.339146751234,120_ma,切换为现货(1 signal)
30,进场,tempeture_index,2017-02-21,"1,089.98",一倍合约,20.431927123758566,22270.39192635436,"120_ma,tempeture_index",切换为一倍合约
11,进场,ADX,2017-02-24,"1,185.81",两倍合约,22.228282631446582,26358.51982719567,"120_ma,ADX,tempeture_index",切换为两倍合约
30,出场,Close entry(s) order tempeture_index,2017-03-08,"1,237.32",一倍合约,24.159416351597052,29892.929040158062,"120_ma,ADX",切换为一倍合约
31,进场,tempeture_index,2017-03-13,"1,235.27",两倍合约,24.119388870007185,29793.957489453776,"120_ma,ADX,tempeture_index",切换为两倍合约
31,出场,Close entry(s) order tempeture_index,2017-03-18,"1,068.78",一倍合约,17.617754323766288,18829.503466154933,"120_ma,ADX",切换为一倍合约
6,出场,Close entry(s) order 120_ma,2017-03-25,933.94,现货,15.395053680961741,14378.056434797409,ADX,切换为现货(1 signal)
11,出场,Close entry(s) order ADX,2017-03-25,933.94,空仓,0,14378.056434797409,,全部平仓为空仓
7,进场,120_ma,2017-03-28,"1,042.28",现货,13.794811792222252,14378.056434797409,120_ma,切换为现货(1 signal)
12,进场,ADX,2017-03-30,"1,043.09",一倍合约,13.794811792222252,14389.230232349108,"120_ma,ADX",切换为一倍合约
32,进场,tempeture_index,2017-04-01,"1,088.99",两倍合约,14.401836939872984,15683.45640915228,"120_ma,ADX,tempeture_index",切换为两倍合约
12,出场,Close entry(s) order ADX,2017-04-13,"1,214.68",一倍合约,17.72632455678891,21531.811912640354,"120_ma,tempeture_index",切换为一倍合约
32,出场,Close entry(s) order tempeture_index,2017-04-16,"1,178.84",现货,17.203296704090818,20279.93428665042,120_ma,切换为现货(1 signal)
33,进场,tempeture_index,2017-04-22,"1,249.98",一倍合约,17.203296704090818,21503.77681417944,"120_ma,tempeture_index",切换为一倍合约
13,进场,ADX,2017-04-22,"1,249.98",两倍合约,17.203296704090818,21503.77681417944,"120_ma,ADX,tempeture_index",切换为两倍合约
13,出场,Close entry(s) order ADX,2017-04-29,"1,352.96",一倍合约,20.03789484900077,27110.470214904086,"120_ma,tempeture_index",切换为一倍合约
14,进场,ADX,2017-05-04,"1,533.00",两倍合约,22.704361402789576,34805.78603047642,"120_ma,ADX,tempeture_index",切换为两倍合约
33,出场,Close entry(s) order tempeture_index,2017-05-28,"2,099.99",一倍合约,39.499072259629315,82947.65675449895,"120_ma,ADX",切换为一倍合约
34,进场,tempeture_index,2017-06-06,"2,698.00",两倍合约,50.74714496568075,136915.79711740665,"120_ma,ADX,tempeture_index",切换为两倍合约
34,出场,Close entry(s) order tempeture_index,2017-06-14,"2,709.02",一倍合约,51.16169910765391,138598.0661166166,"120_ma,ADX",切换为一倍合约
35,进场,tempeture_index,2017-06-21,"2,725.11",两倍合约,51.46556978363347,140249.33887307742,"120_ma,ADX,tempeture_index",切换为两倍合约
35,出场,Close entry(s) order tempeture_index,2017-06-25,"2,574.86",一倍合约,45.79042136027373,117903.92434371443,"120_ma,ADX",切换为一倍合约
14,出场,Close entry(s) order ADX,2017-06-25,"2,574.86",现货,45.79042136027373,117903.92434371443,120_ma,切换为现货(1 signal)
15,进场,ADX,2017-07-03,"2,515.37",一倍合约,45.79042136027373,115179.85217699173,"120_ma,ADX",切换为一倍合约
15,出场,Close entry(s) order ADX,2017-07-04,"2,542.41",现货,46.282664248430066,117669.50841185107,120_ma,切换为现货(1 signal)
36,进场,tempeture_index,2017-07-06,"2,616.96",一倍合约,46.282664248430066,121119.88103157155,"120_ma,tempeture_index",切换为一倍合约
36,出场,Close entry(s) order tempeture_index,2017-07-08,"2,501.15",现货,44.23448798795582,110637.08963107571,120_ma,切换为现货(1 signal)
37,进场,tempeture_index,2017-07-09,"2,560.84",一倍合约,44.23448798795582,113277.4462190768,"120_ma,tempeture_index",切换为一倍合约
37,出场,Close entry(s) order tempeture_index,2017-07-11,"2,330.93",现货,40.263153920497125,93850.59336790435,120_ma,切换为现货(1 signal)
16,进场,ADX,2017-07-12,"2,309.62",一倍合约,40.263153920497125,92992.58555785856,"120_ma,ADX",切换为一倍合约
38,进场,tempeture_index,2017-07-21,"2,873.45",两倍合约,50.09229207958558,143937.69667608518,"120_ma,ADX,tempeture_index",切换为两倍合约
38,出场,Close entry(s) order tempeture_index,2017-07-26,"2,564.00",一倍合约,39.30312937689178,100773.22372235054,"120_ma,ADX",切换为一倍合约
16,出场,Close entry(s) order ADX,2017-07-28,"2,664.99",现货,40.85118828319923,108868.0082628431,120_ma,切换为现货(1 signal)
39,进场,tempeture_index,2017-08-06,"3,243.50",一倍合约,40.85118828319923,132500.8291965567,"120_ma,tempeture_index",切换为一倍合约
17,进场,ADX,2017-08-11,"3,444.98",两倍合约,43.38878575978285,149473.49916673673,"120_ma,ADX,tempeture_index",切换为两倍合约
39,出场,Close entry(s) order tempeture_index,2017-08-22,"4,002.00",一倍合约,57.41988111819668,229794.3642350231,"120_ma,ADX",切换为一倍合约
17,出场,Close entry(s) order ADX,2017-08-29,"4,384.99",现货,62.91494365429316,275881.39877463895,120_ma,切换为现货(1 signal)
40,进场,tempeture_index,2017-08-30,"4,599.01",一倍合约,62.91494365429316,289346.4550155308,"120_ma,tempeture_index",切换为一倍合约
40,出场,Close entry(s) order tempeture_index,2017-09-05,"4,498.46",现货,61.5394090100025,276832.56985513587,120_ma,切换为现货(1 signal)
18,进场,ADX,2017-09-22,"3,617.47",一倍合约,61.5394090100025,222616.96591141375,"120_ma,ADX",切换为一倍合约
41,进场,tempeture_index,2017-09-28,"4,200.00",两倍合约,71.44924984644254,300086.8493550587,"120_ma,ADX,tempeture_index",切换为两倍合约
18,出场,Close entry(s) order ADX,2017-09-30,"4,156.99",一倍合约,69.98590116268278,290930.6912742607,"120_ma,tempeture_index",切换为一倍合约
19,进场,ADX,2017-10-15,"5,819.13",两倍合约,97.96921739835851,570095.6120393099,"120_ma,ADX,tempeture_index",切换为两倍合约
41,出场,Close entry(s) order tempeture_index,2017-10-25,"5,525.43",一倍合约,88.07991808732821,486679.42179726594,"120_ma,ADX",切换为一倍合约
19,出场,Close entry(s) order ADX,2017-10-29,"5,752.01",现货,91.69179043757549,527412.0955148386,120_ma,切换为现货(1 signal)
20,进场,ADX,2017-10-30,"6,140.01",一倍合约,91.69179043757548,562988.5102046179,"120_ma,ADX",切换为一倍合约
42,进场,tempeture_index,2017-11-01,"6,445.01",两倍合约,96.2465055086357,620309.6904682122,"120_ma,ADX,tempeture_index",切换为两倍合约
42,出场,Close entry(s) order tempeture_index,2017-11-11,"6,577.63",一倍合约,100.20746493633412,659127.6275891794,"120_ma,ADX",切换为一倍合约
43,进场,tempeture_index,2017-11-16,"7,294.00",两倍合约,111.12106476734341,810517.0464130029,"120_ma,ADX,tempeture_index",切换为两倍合约
43,出场,Close entry(s) order tempeture_index,2017-12-21,"16,496.90",一倍合约,391.5257938453212,6458961.868486879,"120_ma,ADX",切换为一倍合约
44,进场,tempeture_index,2018-01-06,"16,960.01",两倍合约,402.51692008041414,6826690.989733024,"120_ma,ADX,tempeture_index",切换为两倍合约
44,出场,Close entry(s) order tempeture_index,2018-01-09,"14,993.73",一倍合约,309.18431360014483,4635826.118355899,"120_ma,ADX",切换为一倍合约
20,出场,Close entry(s) order ADX,2018-01-10,"14,481.00",现货,298.61135589634443,4324191.044734964,120_ma,切换为现货(1 signal)
21,进场,ADX,2018-01-19,"11,305.53",一倍合约,298.61135589634443,3375959.642426799,"120_ma,ADX",切换为一倍合约
7,出场,Close entry(s) order 120_ma,2018-01-31,"9,995.00",现货,263.99651340396804,2638645.1514726607,ADX,切换为现货(1 signal)
21,出场,Close entry(s) order ADX,2018-01-31,"9,995.00",空仓,0,2638645.1514726607,,全部平仓为空仓
45,进场,tempeture_index,2018-02-15,"9,472.98",现货,278.5443600084304,2638645.1514726607,tempeture_index,切换为现货(1 signal)
45,出场,Close entry(s) order tempeture_index,2018-02-24,"10,144.99",空仓,0,2825829.746841926,,全部平仓为空仓
46,进场,tempeture_index,2018-03-24,"8,927.80",现货,316.52027899840124,2825829.746841926,tempeture_index,切换为现货(1 signal)
46,出场,Close entry(s) order tempeture_index,2018-03-25,"8,531.96",空仓,0,2700538.359603199,,全部平仓为空仓
47,进场,tempeture_index,2018-04-13,"7,915.99",现货,341.14979422702646,2700538.359603199,tempeture_index,切换为现货(1 signal)
47,出场,Close entry(s) order tempeture_index,2018-04-18,"7,892.11",空仓,0,2692391.702517058,,全部平仓为空仓
48,进场,tempeture_index,2018-04-20,"8,274.00",现货,325.40387992712806,2692391.702517058,tempeture_index,切换为现货(1 signal)
